,Unnamed: 0,raw_text,aspectTerms
945,945,The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,"[{'term': 'Material', 'polarity': 'positive'}, {'term': 'Specs', 'polarity': 'negative'}, {'term': 'performs', 'polarity': 'positive'}]"
946,946,"After doing extensive research, macconnection had the lowest price on the 15"" MBP i5.","[{'term': 'price', 'polarity': 'positive'}]"
947,947,I am ADDICTED to photo booth!,"[{'term': 'photo booth', 'polarity': 'positive'}]"
948,948,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.","[{'term': 'operating system', 'polarity': 'positive'}, {'term': 'user interface', 'polarity': 'positive'}, {'term': 'multi-touch track pad', 'polarity': 'positive'}]"
949,949,Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,"[{'term': 'Hard disk', 'polarity': 'neutral'}, {'term': 'hard disk space', 'polarity': 'positive'}, {'term': 'internal hard disk', 'polarity': 'neutral'}]"
950,950,It is extremely portable and easily connects to WIFI at the library and elsewhere.,"[{'term': 'connects to WIFI', 'polarity': 'positive'}]"
951,951,"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.","[{'term': 'applications', 'polarity': 'positive'}, {'term': 'windows', 'polarity': 'negative'}]"
952,952,And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,"[{'term': 'screen', 'polarity': 'positive'}, {'term': 'gaming', 'polarity': 'positive'}]"
953,953,"  I considered I may have too much on the computer, but after looking, there was plenty of space and that is not the issue.","[{'term': 'space', 'polarity': 'positive'}]"
954,954,I don't use my laptop in a way though that needs a long battery life so it's perfect for me.,"[{'term': 'battery life', 'polarity': 'conflict'}]"
955,955,  i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,"[{'term': 'charge', 'polarity': 'negative'}]"
956,956,"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.","[{'term': 'power adapter', 'polarity': 'negative'}]"
957,957,"I saw walmart had the same computer for about $650 but still knowing what I know now,I would not buy it at that price.","[{'term': 'price', 'polarity': 'negative'}]"
958,958,"Of course, for a student, weight is always an issue.","[{'term': 'weight', 'polarity': 'neutral'}]"
959,959,"Now mainboard is broken, have to wait for a new one.","[{'term': 'mainboard', 'polarity': 'negative'}]"
960,960,"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.","[{'term': 'speed', 'polarity': 'negative'}, {'term': 'hard drive', 'polarity': 'neutral'}, {'term': '500gb external hard drive', 'polarity': 'neutral'}]"
961,961,2.The wireless card is low quality.,"[{'term': 'wireless card', 'polarity': 'negative'}]"
962,962,They also use two totally different operating systems.,"[{'term': 'operating systems', 'polarity': 'neutral'}]"
963,963,They are about the same size keys.,"[{'term': 'keys', 'polarity': 'neutral'}]"
964,964,I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.,"[{'term': 'portability', 'polarity': 'conflict'}]"
965,965,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.","[{'term': 'accessories', 'polarity': 'negative'}]"
966,966,"They offer the best warranty in the business, and don't 3rd party it out like Toshiba.","[{'term': 'warranty', 'polarity': 'positive'}]"
967,967,The only problems are the sound isnt very loud I have to wear headphones.,"[{'term': 'sound', 'polarity': 'negative'}]"
968,968,Again- windows based machines were not giving me anything to work with!,"[{'term': 'windows', 'polarity': 'negative'}]"
969,969,"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.","[{'term': 'system', 'polarity': 'neutral'}]"
970,970,i love the size of the computer since i play games on it.,"[{'term': 'size', 'polarity': 'positive'}, {'term': 'games', 'polarity': 'neutral'}]"
971,971,"You know, using the computer should be fun, not aggrevation, especially when you are playing games or working with photos.","[{'term': 'playing games', 'polarity': 'neutral'}]"
972,972,There are no viruses or spyware to worry about like on a Windows computer.,"[{'term': 'Windows', 'polarity': 'negative'}]"
973,973,To be honest i think it was faulty equipment or something but idk.,"[{'term': 'equipment', 'polarity': 'negative'}]"
974,974,"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.","[{'term': 'size', 'polarity': 'positive'}]"
975,975,"I love its solid build, light wt and excellent battery life (for now).","[{'term': 'build', 'polarity': 'positive'}, {'term': 'wt', 'polarity': 'positive'}, {'term': 'battery life', 'polarity': 'positive'}]"
976,976,"while about 8 years ago, I hope that the quality has changed.","[{'term': 'quality', 'polarity': 'negative'}]"
977,977,"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.","[{'term': 'Apple navigation', 'polarity': 'neutral'}, {'term': 'apps', 'polarity': 'positive'}]"
978,978,-I propose that I can just swap the hard drives.,"[{'term': 'hard drives', 'polarity': 'neutral'}]"
979,979,"The battery holds up well, it's built very solidly, and runs fast.","[{'term': 'battery', 'polarity': 'positive'}, {'term': 'built', 'polarity': 'positive'}, {'term': 'runs', 'polarity': 'positive'}]"
980,980,Sound card is limited though.,"[{'term': 'Sound card', 'polarity': 'negative'}]"
981,981,This is a nicely sized laptop with lots of processing power and long battery life.,"[{'term': 'processing power', 'polarity': 'positive'}, {'term': 'battery life', 'polarity': 'positive'}, {'term': 'sized', 'polarity': 'positive'}]"
982,982,  The only thing I can imagine is that Sony jumped on early specifications for Vista requirements from Microsoft and designed it to those inadequate requirements.,"[{'term': 'Vista', 'polarity': 'negative'}]"
983,983,"The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.","[{'term': 'keyboard', 'polarity': 'conflict'}, {'term': 'desktop keyboard', 'polarity': 'neutral'}]"
984,984,The display is awesome.,"[{'term': 'display', 'polarity': 'positive'}]"
985,985,The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,"[{'term': 'mouse', 'polarity': 'conflict'}]"
986,986,It took several weeks just to get them to acknowledge that I owned the warranty.,"[{'term': 'warranty', 'polarity': 'negative'}]"
987,987,The keyboard is like no other laptop keyboard.,"[{'term': 'keyboard', 'polarity': 'neutral'}, {'term': 'keyboard', 'polarity': 'neutral'}]"
988,988,-Computer crashed frequently and battery life decreased very quickly.,"[{'term': 'battery life', 'polarity': 'negative'}]"
989,989,-I propose that they can just swap the hard drives.,"[{'term': 'hard drives', 'polarity': 'neutral'}]"
990,990,Every driver on the drivers/applications DVD is everything you will need for a reload.,"[{'term': 'driver', 'polarity': 'positive'}, {'term': 'drivers/applications DVD', 'polarity': 'positive'}]"
991,991,I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,"[{'term': 'repair depot', 'polarity': 'neutral'}, {'term': 'repair depot', 'polarity': 'neutral'}]"
992,992,It's also fairly easy to use the Operating System.,"[{'term': 'Operating System', 'polarity': 'positive'}]"
993,993,"I know that ASUS is known for making motherboards, but this is the worst computer experience that I have ever had.","[{'term': 'motherboards', 'polarity': 'conflict'}]"
994,994,We figure that after everything HIS pc actually ended up costing $350 more than my original Mac.,"[{'term': 'costing', 'polarity': 'negative'}]"
995,995,So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,"[{'term': 'AC plug', 'polarity': 'negative'}]"
996,996,Peformance is good for the price.,"[{'term': 'Peformance', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
997,997,The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,"[{'term': 'shipping', 'polarity': 'negative'}]"
998,998,Summary: HP knew they were shipping out bad BIOS and did nothing proactive to resolve it.,"[{'term': 'BIOS', 'polarity': 'negative'}]"
999,999,I had 3 months when the ports started going out.,"[{'term': 'ports', 'polarity': 'negative'}]"
1000,1000,"The improvements to the OS have been relatively gradual, but substantive.","[{'term': 'OS', 'polarity': 'positive'}]"
1001,1001,It is super easy to use.,"[{'term': 'use', 'polarity': 'positive'}]"
1002,1002,Many of my classmates computers hard drives crashed.,"[{'term': 'hard drives', 'polarity': 'negative'}]"
1003,1003,Ease of use is just one of the benefits I love about my Mac.,"[{'term': 'use', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
1004,1004,"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.","[{'term': 'MS Office', 'polarity': 'neutral'}]"
1005,1005,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.","[{'term': 'shipping', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}, {'term': 'budget', 'polarity': 'positive'}, {'term': 'shipping', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}, {'term': 'budget', 'polarity': 'positive'}]"
1006,1006,The sheer power and flexibility makes the MacBook Pro a must have for any techie!,"[{'term': 'power', 'polarity': 'positive'}, {'term': 'flexibility', 'polarity': 'positive'}]"
1007,1007,The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,"[{'term': 'HDMI port', 'polarity': 'negative'}, {'term': 'S-video port', 'polarity': 'negative'}]"
1008,1008,The speakers on it are useless too.,"[{'term': 'speakers', 'polarity': 'negative'}]"
1009,1009,Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,"[{'term': 'Battery', 'polarity': 'neutral'}, {'term': 'surfing the web', 'polarity': 'neutral'}]"
1010,1010,Iphoto is great for adding pictures right to facebook and other social networking sites.,"[{'term': 'Iphoto', 'polarity': 'positive'}]"
1011,1011,"In early May I got it back and this time I only had it back for 1 day before it had a NEW issue so it was sent back in for the 6th time they ""expedited"" the repairs so I was only supposed to have to be without it for 3 days and it was supposed to be fixed, by a ""Senior Tech"".","[{'term': 'Senior Tech', 'polarity': 'negative'}]"
1012,1012,"Some features arent friendly ( volume wheel, sound quality, etc.","[{'term': 'volume wheel', 'polarity': 'negative'}, {'term': 'sound quality', 'polarity': 'negative'}, {'term': 'features', 'polarity': 'negative'}]"
1013,1013,"A cheaper price should not equal a ""cheap"" product.","[{'term': 'price', 'polarity': 'positive'}]"
1014,1014,"I think the manual is somewhere on the hard drive, but I rather have a hard copy.","[{'term': 'manual', 'polarity': 'neutral'}, {'term': 'hard drive', 'polarity': 'neutral'}]"
1015,1015,Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!,"[{'term': 'software', 'polarity': 'neutral'}]"
1016,1016,Adjust the sensitivity since it's not that responsive to begin with.,"[{'term': 'sensitivity', 'polarity': 'negative'}]"
1017,1017,"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.","[{'term': 'battery life', 'polarity': 'conflict'}, {'term': 'battery', 'polarity': 'negative'}]"
1018,1018,"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.","[{'term': 'battery life', 'polarity': 'negative'}, {'term': 'case', 'polarity': 'negative'}, {'term': 'core applications', 'polarity': 'negative'}, {'term': 'system', 'polarity': 'negative'}]"
1019,1019,  Later it held zero charge and its replacement worked for less than three months.,"[{'term': 'charge', 'polarity': 'negative'}]"
1020,1020,  The company sent me a whole new cord overnight and apologized.,"[{'term': 'cord', 'polarity': 'positive'}]"
1021,1021,It's even easy to hook up to other wireless networks.,"[{'term': 'hook up to other wireless networks', 'polarity': 'positive'}]"
1022,1022,"  Also, I have had alot of trouble with the shift key to go to other lines.","[{'term': 'shift key', 'polarity': 'negative'}]"
1023,1023,"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.","[{'term': 'rep', 'polarity': 'negative'}]"
1024,1024,It gives me the power and speed that I need to run all the programs I use to edit.,"[{'term': 'power', 'polarity': 'positive'}, {'term': 'speed', 'polarity': 'positive'}, {'term': 'programs', 'polarity': 'neutral'}]"
1025,1025,iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,"[{'term': 'iLife', 'polarity': 'positive'}, {'term': 'Microsoft Office', 'polarity': 'neutral'}]"
1026,1026,"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;","[{'term': 'portability', 'polarity': 'positive'}, {'term': 'longevity', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
1027,1027,  Again I sent it back and they replaced the motherboard and some fan inside.,"[{'term': 'motherboard', 'polarity': 'neutral'}, {'term': 'fan', 'polarity': 'neutral'}]"
1028,1028,"Fully charged, the MacBook Pro can last about five hours unplugged.","[{'term': 'charged', 'polarity': 'positive'}]"
1029,1029,"Even though it is much more expensive than many PC laptops, it is worth the price.","[{'term': 'price', 'polarity': 'conflict'}]"
1030,1030,"I know there are way better laptops out there for the same price, and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls.","[{'term': 'price', 'polarity': 'neutral'}]"
1031,1031,"For me, keys were starting to get stuck and wouldn't type very well.","[{'term': 'keys', 'polarity': 'negative'}]"
1032,1032,can't reinstall with standard os cd because of proprietary hardware drivers.,"[{'term': 'standard os cd', 'polarity': 'negative'}, {'term': 'proprietary hardware drivers', 'polarity': 'negative'}]"
1033,1033,"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.","[{'term': 'battery', 'polarity': 'neutral'}, {'term': 'charge', 'polarity': 'negative'}]"
1034,1034,The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,"[{'term': 'delivery', 'polarity': 'negative'}]"
1035,1035,The first programm I switched on was a game for my children.,"[{'term': 'programm', 'polarity': 'neutral'}]"
1036,1036,I have been very pleased with the performance of this laptop.,"[{'term': 'performance', 'polarity': 'positive'}]"
1037,1037,"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;","[{'term': 'battery life', 'polarity': 'positive'}, {'term': 'response', 'polarity': 'positive'}, {'term': 'Internet focused activity', 'polarity': 'neutral'}]"
1038,1038,Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,"[{'term': 'features', 'polarity': 'neutral'}]"
1039,1039,It is sleek and lightweight and charges quickly when needed.,"[{'term': 'charges', 'polarity': 'positive'}]"
1040,1040,"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.","[{'term': 'size', 'polarity': 'positive'}, {'term': 'look', 'polarity': 'positive'}, {'term': 'feature', 'polarity': 'positive'}, {'term': 'charge', 'polarity': 'neutral'}]"
1041,1041,( The iBook backup also uses a firewire connection).,"[{'term': 'iBook backup', 'polarity': 'neutral'}, {'term': 'firewire connection', 'polarity': 'neutral'}]"
1042,1042,"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.","[{'term': 'camera', 'polarity': 'neutral'}, {'term': 'specifications', 'polarity': 'neutral'}]"
1043,1043,Also the display is exceptional!,"[{'term': 'display', 'polarity': 'positive'}]"
1044,1044,The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,"[{'term': 'repair depot', 'polarity': 'neutral'}]"
1045,1045,Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.,"[{'term': 'keyboard shortcuts', 'polarity': 'positive'}, {'term': 'shortcuts', 'polarity': 'neutral'}]"
1046,1046,little short on RAM but you get what you pay for.,"[{'term': 'RAM', 'polarity': 'negative'}]"
1047,1047,"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.","[{'term': 'software', 'polarity': 'negative'}, {'term': 'windows media', 'polarity': 'neutral'}, {'term': 'price', 'polarity': 'positive'}]"
1048,1048,"THEN, one month after the warranty expired, the replacement charger went.","[{'term': 'warranty', 'polarity': 'neutral'}, {'term': 'replacement charger', 'polarity': 'negative'}]"
1049,1049,"I love a ""pc"" but I was ready for a change and tired of the windows system.","[{'term': 'windows system', 'polarity': 'negative'}]"
1050,1050,"Your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad.","[{'term': 'cursor', 'polarity': 'negative'}, {'term': 'mousepad', 'polarity': 'negative'}]"
1051,1051,"Other installed features, such as certain printer software, are also most attractive.","[{'term': 'features', 'polarity': 'positive'}, {'term': 'printer software', 'polarity': 'positive'}]"
1052,1052,"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.","[{'term': 'power', 'polarity': 'neutral'}, {'term': 'memory', 'polarity': 'neutral'}, {'term': 'speed', 'polarity': 'neutral'}]"
1053,1053,"It had a seventeen inch screen which I wanted, but I didn't realize at the time it would be such a monster!","[{'term': 'seventeen inch screen', 'polarity': 'conflict'}]"
1054,1054,"Even doing so, the hinge may just be slightly tightened only.","[{'term': 'hinge', 'polarity': 'neutral'}]"
1055,1055,"company provides UPS shipping, fast, great!","[{'term': 'shipping', 'polarity': 'positive'}]"
1056,1056,I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.,"[{'term': 'technician', 'polarity': 'negative'}]"
1057,1057,"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.","[{'term': 'DC jack', 'polarity': 'neutral'}, {'term': 'DC jack', 'polarity': 'neutral'}, {'term': 'power brick', 'polarity': 'neutral'}]"
1058,1058,"It is easy to use, has great screen quality, and every so light weight.","[{'term': 'screen quality', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
1059,1059,"Great product, very easy to use and great graphics.","[{'term': 'graphics', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
1060,1060,The iLife software that comes with the computer is so simple to use and produces a great finished product.,"[{'term': 'iLife software', 'polarity': 'positive'}, {'term': 'use', 'polarity': 'positive'}]"
1061,1061,The built-in webcam is great for Skype and similar video-chat services.,"[{'term': 'built-in webcam', 'polarity': 'positive'}]"
1062,1062,The shop will definitely push the problem to the service center.,"[{'term': 'service center', 'polarity': 'neutral'}]"
1063,1063,"PC users work in Word, while Mac users work in Pages.","[{'term': 'Word', 'polarity': 'neutral'}, {'term': 'Pages', 'polarity': 'neutral'}]"
1064,1064,"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.","[{'term': 'applications', 'polarity': 'positive'}, {'term': 'internet', 'polarity': 'neutral'}, {'term': 'gaming', 'polarity': 'neutral'}]"
1065,1065,"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.","[{'term': '17"" inch screen', 'polarity': 'positive'}, {'term': 'price-point', 'polarity': 'positive'}, {'term': 'appearance', 'polarity': 'positive'}, {'term': 'boots up', 'polarity': 'positive'}, {'term': 'runs', 'polarity': 'positive'}]"
1066,1066,"The apple systems are over priced luxurys that arn't worth what they are being charged for, this model's specifications are far from being impressive and they only thing you get out of this is the apple name.","[{'term': 'specifications', 'polarity': 'negative'}]"
1067,1067,pros:  the macbook pro notebook has a large battery life and you wont have to worry to charge your laptop every five hours or so.,"[{'term': 'battery life', 'polarity': 'positive'}]"
1068,1068,Disappointing for such a lovely screen and at a reasonable price,"[{'term': 'screen', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
1069,1069,The only bad thing about it is they give you the worst batteries possible.,"[{'term': 'batteries', 'polarity': 'negative'}]"
1070,1070,Good price.,"[{'term': 'price', 'polarity': 'positive'}]"
1071,1071, THE MOTHERBOARD IS DEAD !,"[{'term': 'MOTHERBOARD', 'polarity': 'negative'}]"
1072,1072,the speed is fine.,"[{'term': 'speed', 'polarity': 'positive'}]"
1073,1073,Hmmm - that high failure rate sure isn't reflected in the retail price.,"[{'term': 'retail price', 'polarity': 'negative'}]"
1074,1074,"It was not clear that the Microsoft Student Edition that was loaded on the computer, was a six month trial.","[{'term': 'Microsoft Student Edition', 'polarity': 'negative'}]"
1075,1075,Good for every day computing and web browsing.,"[{'term': 'web browsing', 'polarity': 'positive'}, {'term': 'every day computing', 'polarity': 'positive'}]"
1076,1076,"While lacking some of the functions of the other versions, this was very acceptable for the uses planned for this computer.","[{'term': 'functions', 'polarity': 'conflict'}]"
1077,1077,"  Also, I have had alot of trouble with the keys sticking and will not type correctly.","[{'term': 'keys', 'polarity': 'negative'}]"
1078,1078,Excellent LED monitor and well equipped.,"[{'term': 'LED monitor', 'polarity': 'positive'}]"
1079,1079,  This process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,"[{'term': 'mother board', 'polarity': 'negative'}, {'term': 'hard drive', 'polarity': 'negative'}]"
1080,1080,"Without a doubt, the *design* of this laptop is fantastic.","[{'term': 'design', 'polarity': 'positive'}]"
1081,1081,I couldn't believe how long the battery lasted on a single charge.,"[{'term': 'battery', 'polarity': 'positive'}, {'term': 'charge', 'polarity': 'positive'}]"
1082,1082,I could save ten essay papers and have hardly any memory left.,"[{'term': 'memory', 'polarity': 'negative'}]"
1083,1083,"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.","[{'term': 'gaming', 'polarity': 'positive'}]"
1084,1084,"This is the first time that I tried and owning a netbook although I have used 3 different laptops in the past 10 years, I find not much difference except of course for the screen size.","[{'term': 'screen size', 'polarity': 'neutral'}]"
1085,1085,But the biggest pain is that tech support is not available 24/7.,"[{'term': 'tech support', 'polarity': 'negative'}]"
1086,1086,The backlit keys are wonderful when you are working in the dark.,"[{'term': 'backlit keys', 'polarity': 'positive'}]"
1087,1087,"I chose the iBookG4, a laptop that is an attractive computer with a large screen big enough to please anyone.","[{'term': 'screen', 'polarity': 'positive'}]"
1088,1088,"The most recent being that my Safari internet browser is freaking out on me, but I have just been using firefox instead.","[{'term': 'Safari internet browser', 'polarity': 'negative'}, {'term': 'firefox', 'polarity': 'positive'}]"
1089,1089,"Everything about the Mac is not only visually appealing, but very easy to use.","[{'term': 'use', 'polarity': 'positive'}]"
1090,1090,I know what 7 hrs of battery looks like.,"[{'term': 'battery', 'polarity': 'positive'}]"
1091,1091,I did not have to call the support line at all.,"[{'term': 'support line', 'polarity': 'neutral'}]"
1092,1092,The laptop is outstanding in all aspects except that it has the Windows 7 starter and not the full Windows 7.,"[{'term': 'Windows 7 starter', 'polarity': 'negative'}, {'term': 'Windows 7', 'polarity': 'positive'}]"
1093,1093,THE FIRST PROBLEM IS THAT THE KEYBOARD FUNCTION IS SIMPLY UNSATISFACTORY.,"[{'term': 'KEYBOARD FUNCTION', 'polarity': 'negative'}]"
1094,1094,"The DVD drive randomly pops open when it is in my backpack as well, which is annoying.","[{'term': 'DVD drive', 'polarity': 'negative'}]"
1095,1095,"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.","[{'term': 'Garageband', 'polarity': 'neutral'}, {'term': 'microphone', 'polarity': 'positive'}]"
1096,1096,I dual boot with Linux and that other security-prone OS and it performs flawlessly.,"[{'term': 'Linux', 'polarity': 'neutral'}, {'term': 'security-prone OS', 'polarity': 'neutral'}, {'term': 'performs', 'polarity': 'positive'}]"
1097,1097,The difference is the Toshiba had a lot more memory and hard drive space.,"[{'term': 'memory', 'polarity': 'positive'}, {'term': 'hard drive space', 'polarity': 'positive'}]"
1098,1098,There was a little difficulty doing the migration as the firewire cable system can't be used with the iBook.,"[{'term': 'firewire cable system', 'polarity': 'negative'}, {'term': 'iBook', 'polarity': 'neutral'}]"
1099,1099,Seems like maybe a bad shipment from Toshiba.,"[{'term': 'shipment', 'polarity': 'negative'}]"
1100,1100,OS X is solid with lots of innovations such as quicklook which save heaps of time.,"[{'term': 'OS X', 'polarity': 'positive'}, {'term': 'quicklook', 'polarity': 'positive'}]"
1101,1101,But other than that I am blown away by all the features this laptop offers.,"[{'term': 'features', 'polarity': 'positive'}]"
1102,1102,The keyboard is slick and quiet and not bulky like some other laptops I have had in the past.,"[{'term': 'keyboard', 'polarity': 'positive'}]"
1103,1103,"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.","[{'term': 'design', 'polarity': 'positive'}, {'term': 'colors', 'polarity': 'positive'}]"
1104,1104,First the screen goes completely out.,"[{'term': 'screen', 'polarity': 'negative'}]"
1105,1105,I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,"[{'term': 'mousepad', 'polarity': 'positive'}, {'term': 'browsing', 'polarity': 'positive'}]"
1106,1106,"The PhotoBooth is a great program, it takes very good pictures with the built-in camera.","[{'term': 'PhotoBooth', 'polarity': 'positive'}, {'term': 'program', 'polarity': 'positive'}, {'term': 'built-in camera', 'polarity': 'positive'}]"
1107,1107,Many kinds of software that is necessary to the working person is not available and cannot be downloaded.,"[{'term': 'software', 'polarity': 'negative'}]"
1108,1108,I had to pay for the shipping!,"[{'term': 'shipping', 'polarity': 'negative'}]"
1109,1109,"It bluescreened on me without any warning, running simply basic Chrome.","[{'term': 'Chrome', 'polarity': 'negative'}]"
1110,1110,I took 3-4 years researching brands and prices of laptops.,"[{'term': 'prices', 'polarity': 'neutral'}]"
1111,1111,We researched and found the best price at MacConnection.,"[{'term': 'price', 'polarity': 'positive'}]"
1112,1112,But guess what?  (you have to buy an external dvd drive it doesn't have a built in type) The notebook can't be used because it doesn't read anything for an external drive.,"[{'term': 'external dvd drive', 'polarity': 'negative'}, {'term': 'external drive', 'polarity': 'negative'}]"
1113,1113,GET THIS COMPUTER FOR PORTABILITY AND FAST PROCESSING!!!,"[{'term': 'PORTABILITY', 'polarity': 'positive'}, {'term': 'PROCESSING', 'polarity': 'positive'}]"
1114,1114,I use a cooling pad but it doesn't help.,"[{'term': 'cooling pad', 'polarity': 'negative'}]"
1115,1115,Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,"[{'term': 'Supplied software', 'polarity': 'neutral'}, {'term': 'software', 'polarity': 'positive'}, {'term': 'Windows', 'polarity': 'negative'}]"
1116,1116,I'm tired of the inept service.,"[{'term': 'service', 'polarity': 'negative'}]"
1117,1117,"Garageband is easy to work with, like all the other apple applications I've had experience with.","[{'term': 'Garageband', 'polarity': 'positive'}, {'term': 'apple applications', 'polarity': 'positive'}]"
1118,1118,"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!","[{'term': 'bios', 'polarity': 'negative'}, {'term': 'bios', 'polarity': 'negative'}]"
1119,1119,"Because we did not purchase the extended warranty in time, we are on the hook for the repair.","[{'term': 'extended warranty', 'polarity': 'negative'}]"
1120,1120,"It started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.","[{'term': 'charging', 'polarity': 'negative'}, {'term': 'charge', 'polarity': 'negative'}, {'term': 'charge', 'polarity': 'neutral'}]"
1121,1121,This laptop looked brand new and was shipped very quickly.,"[{'term': 'shipped', 'polarity': 'positive'}]"
1122,1122,"Info: Windows failed to load because the kernal is missing, or corrupt.","[{'term': 'Windows', 'polarity': 'negative'}, {'term': 'kernal', 'polarity': 'negative'}]"
1123,1123,"The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.","[{'term': 'display', 'polarity': 'positive'}, {'term': 'battery life', 'polarity': 'positive'}]"
1124,1124,"But the quality, in general was less than the worth of the cheap laptop.","[{'term': 'quality', 'polarity': 'negative'}]"
1125,1125,In the first moth of owning this computer its hardrive failed which had to be replaced.,"[{'term': 'hardrive', 'polarity': 'negative'}]"
1126,1126,Its also FUN to use!,"[{'term': 'use', 'polarity': 'positive'}]"
1127,1127,"The graphics and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.","[{'term': 'graphics', 'polarity': 'positive'}, {'term': 'screen', 'polarity': 'positive'}]"
