,Unnamed: 0,raw_text,aspectTerms
1427,1427,The wine list is also really nice.,"[{'term': 'wine list', 'polarity': 'positive'}]"
1428,1428,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!","[{'term': 'Service', 'polarity': 'positive'}, {'term': 'oysters', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
1429,1429,"Compared to Ess-a, Tal offers a less doughy bagel!","[{'term': 'bagel', 'polarity': 'negative'}]"
1430,1430,Ballato's is consistently delicious authentic italian food.,"[{'term': 'italian food', 'polarity': 'positive'}]"
1431,1431,"The service was attentive, yet discreet.","[{'term': 'service', 'polarity': 'positive'}]"
1432,1432,For those prices and the dressed up atmosphere you expect more and should get more.,"[{'term': 'prices', 'polarity': 'negative'}, {'term': 'atmosphere', 'polarity': 'negative'}]"
1433,1433,They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.,"[{'term': 'menu', 'polarity': 'neutral'}, {'term': 'drinks', 'polarity': 'positive'}]"
1434,1434,We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,"[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
1435,1435,The food was pretty tradional but it was hot and good with large portions.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'portions', 'polarity': 'positive'}]"
1436,1436,"Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.","[{'term': 'place', 'polarity': 'negative'}, {'term': 'place', 'polarity': 'negative'}]"
1437,1437,You have to increase the service a lot.,"[{'term': 'service', 'polarity': 'negative'}]"
1438,1438,Ambiance is barely romantic but management tries.,"[{'term': 'Ambiance', 'polarity': 'negative'}, {'term': 'management', 'polarity': 'positive'}]"
1439,1439,"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.","[{'term': 'portions', 'polarity': 'negative'}, {'term': 'appetizers', 'polarity': 'negative'}, {'term': 'appetizer', 'polarity': 'negative'}, {'term': 'main entree', 'polarity': 'neutral'}, {'term': 'cold udon', 'polarity': 'neutral'}, {'term': 'chef', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}, {'term': 'dish', 'polarity': 'negative'}, {'term': 'portions', 'polarity': 'negative'}]"
1440,1440,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,"[{'term': 'food', 'polarity': 'negative'}, {'term': 'rice', 'polarity': 'neutral'}]"
1441,1441,"After we got our sashimi order, I could not believe how small the portions were!","[{'term': 'sashimi', 'polarity': 'neutral'}, {'term': 'portions', 'polarity': 'negative'}]"
1442,1442,"After the main course came, we didn't see our waiter for at least 40 MINUTES!","[{'term': 'main course', 'polarity': 'neutral'}, {'term': 'waiter', 'polarity': 'negative'}]"
1443,1443,Nothing better than buying a snapple for $3.25 too.,"[{'term': 'snapple', 'polarity': 'positive'}]"
1444,1444,"When family came in he gave them apps to test their palets, and then ordered for them.","[{'term': 'apps', 'polarity': 'neutral'}]"
1445,1445,"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.","[{'term': 'Service', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}]"
1446,1446,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.","[{'term': 'dosas', 'polarity': 'negative'}, {'term': 'popcorn topping', 'polarity': 'neutral'}]"
1447,1447,The service was excellent and the food was delicious.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
1448,1448,If I wanted to deal with a crappy scene and annoying customers I'd go out in Manhattan.,"[{'term': 'scene', 'polarity': 'negative'}, {'term': 'customers', 'polarity': 'negative'}]"
1449,1449,"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.","[{'term': 'seafood', 'polarity': 'neutral'}]"
1450,1450,Right off the major deegan you get ladies from all over the city.,"[{'term': 'ladies', 'polarity': 'positive'}]"
1451,1451,Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,"[{'term': 'wait', 'polarity': 'negative'}]"
1452,1452,"The food was very good, but not very thai.","[{'term': 'food', 'polarity': 'conflict'}]"
1453,1453,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.","[{'term': 'people serving', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'negative'}]"
1454,1454,The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,"[{'term': 'fillings', 'polarity': 'neutral'}, {'term': 'dosa batter', 'polarity': 'positive'}]"
1455,1455,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!","[{'term': 'lunch', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'positive'}, {'term': 'pre-theatre or after-theatre drinks', 'polarity': 'positive'}, {'term': 'spot', 'polarity': 'positive'}]"
1456,1456,"The mussaman curry that I ordered was as thin as water and aside from the poorly fried tofu that I ordered in it, they graciously provided me with ONE piece of poorly cooked potato.","[{'term': 'mussaman curry', 'polarity': 'negative'}, {'term': 'fried tofu', 'polarity': 'negative'}, {'term': 'potato', 'polarity': 'negative'}]"
1457,1457,Had a late night dinner on a Saturday night.,"[{'term': 'dinner', 'polarity': 'neutral'}]"
1458,1458,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
1459,1459,Their sake martini is wonderful.,"[{'term': 'sake martini', 'polarity': 'positive'}]"
1460,1460,"Well, this place is so Ghetto its not even funny.","[{'term': 'place', 'polarity': 'negative'}]"
1461,1461,Once they ran out of Gnochi and made it for me from scratch!,"[{'term': 'Gnochi', 'polarity': 'neutral'}]"
1462,1462,We would like to thank Marcelo and Grace for a wonderful dining experience!!!,"[{'term': 'dining', 'polarity': 'positive'}]"
1463,1463,"Found service above average, but that could be because we were 13 of us.","[{'term': 'service', 'polarity': 'positive'}]"
1464,1464,"Bagels are ok, but be sure not to make any special requests!","[{'term': 'Bagels', 'polarity': 'neutral'}]"
1465,1465,fine dining restaurant quality.,"[{'term': 'quality', 'polarity': 'positive'}]"
1466,1466,Overall a disappointing experience for that price category.,"[{'term': 'price', 'polarity': 'negative'}]"
1467,1467,"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.","[{'term': 'lunch buffet', 'polarity': 'neutral'}]"
1468,1468,The food was exceptional.,"[{'term': 'food', 'polarity': 'positive'}]"
1469,1469,A Thai restaurant out of rice during dinner?,"[{'term': 'rice', 'polarity': 'neutral'}, {'term': 'dinner', 'polarity': 'neutral'}]"
1470,1470,The portions are small but being that the food was so good makes up for that.,"[{'term': 'portions', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'positive'}]"
1471,1471,(and I have eaten my share) Which impresses me for having such a large amount of people to serve.,"[{'term': 'serve', 'polarity': 'positive'}]"
1472,1472,"Sure, the setting is nice.","[{'term': 'setting', 'polarity': 'positive'}]"
1473,1473,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'conflict'}]"
1474,1474,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.","[{'term': 'appetizer', 'polarity': 'neutral'}, {'term': 'entrees', 'polarity': 'neutral'}, {'term': 'cokes', 'polarity': 'neutral'}, {'term': 'bill', 'polarity': 'neutral'}]"
1475,1475,Best drumsticks over rice and sour spicy soup in town!,"[{'term': 'drumsticks over rice', 'polarity': 'positive'}, {'term': 'sour spicy soup', 'polarity': 'positive'}]"
1476,1476,Slightly above average wines start at $70+ with only one selection listed at $30+.,"[{'term': 'wines', 'polarity': 'negative'}]"
1477,1477,Their whitefish salad is excellent--all whitefish with a little mayo.,"[{'term': 'whitefish salad', 'polarity': 'positive'}, {'term': 'whitefish', 'polarity': 'positive'}, {'term': 'mayo', 'polarity': 'positive'}]"
1478,1478,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).","[{'term': 'price', 'polarity': 'positive'}, {'term': 'congee', 'polarity': 'neutral'}, {'term': 'noodles', 'polarity': 'neutral'}, {'term': 'rice dishes', 'polarity': 'neutral'}]"
1479,1479,"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.","[{'term': 'chicken parm', 'polarity': 'conflict'}, {'term': 'chicken with portobello mushrooms', 'polarity': 'negative'}, {'term': 'chicken', 'polarity': 'negative'}, {'term': 'tomato sauce', 'polarity': 'negative'}, {'term': 'pasta', 'polarity': 'negative'}, {'term': 'sauce', 'polarity': 'negative'}]"
1480,1480,I recommend this place to everyone who asks me where to go for a good meal.,"[{'term': 'meal', 'polarity': 'positive'}]"
1481,1481,The waitresses are nice--also you can just get counter service sit.,"[{'term': 'waitresses', 'polarity': 'positive'}, {'term': 'counter service', 'polarity': 'positive'}]"
1482,1482,The only friendly staff member was the guy at the bar.,"[{'term': 'staff member', 'polarity': 'positive'}, {'term': 'bar', 'polarity': 'neutral'}, {'term': 'guy', 'polarity': 'positive'}]"
1483,1483,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}]"
1484,1484,Won't or Can't is not in the service directory.,"[{'term': 'service', 'polarity': 'positive'}]"
1485,1485,I cannot imagine a friendlier staff working in a restaurant.,"[{'term': 'staff', 'polarity': 'positive'}]"
1486,1486,I do suggest to ask to be seated upstairs if you are looking to be a little cozy.,"[{'term': 'upstairs', 'polarity': 'positive'}]"
1487,1487,"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.","[{'term': 'red curry', 'polarity': 'negative'}, {'term': 'pad thai', 'polarity': 'negative'}, {'term': 'rice', 'polarity': 'negative'}, {'term': 'seafood', 'polarity': 'negative'}]"
1488,1488,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,"[{'term': 'wine list', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'positive'}, {'term': 'priced', 'polarity': 'positive'}]"
1489,1489,"Saul is pretty good, but definitely not great.","[{'term': 'Saul', 'polarity': 'neutral'}]"
1490,1490,"I would recommend Roxy's for that, but not for their food.","[{'term': 'food', 'polarity': 'negative'}]"
1491,1491,We always get a sampling of appetizers and share.,"[{'term': 'appetizers', 'polarity': 'neutral'}]"
1492,1492,"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).","[{'term': 'Price', 'polarity': 'positive'}, {'term': 'Quality', 'polarity': 'positive'}]"
1493,1493,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.","[{'term': 'table', 'polarity': 'negative'}, {'term': 'dinner', 'polarity': 'positive'}]"
1494,1494,Their pad penang is delicious and everything else is fantastic.,"[{'term': 'pad penang', 'polarity': 'positive'}]"
1495,1495,"The puke green walls leave a lot to be desired, but the food is very good.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'walls', 'polarity': 'negative'}]"
1496,1496,"The flavors are very fresh and pretty inobtrusive, nothing flashy.","[{'term': 'flavors', 'polarity': 'positive'}]"
1497,1497,"I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!","[{'term': 'people', 'polarity': 'negative'}]"
1498,1498,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,"[{'term': 'hanger steak', 'polarity': 'negative'}, {'term': 'tuna', 'polarity': 'negative'}]"
1499,1499,"Our son loves pizza and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.","[{'term': 'pizza', 'polarity': 'positive'}]"
1500,1500,big and soft as well as good lunch food.,"[{'term': 'lunch food', 'polarity': 'positive'}]"
1501,1501,"No food snobs allowed, this place is for people who appreciate good food.","[{'term': 'food', 'polarity': 'neutral'}, {'term': 'food', 'polarity': 'positive'}]"
1502,1502,I liked the food at this quasi-thai restaurant.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'quasi-thai', 'polarity': 'positive'}]"
1503,1503,By far the best salad I have had in a fast food restaurant.,"[{'term': 'salad', 'polarity': 'positive'}, {'term': 'fast food', 'polarity': 'neutral'}]"
1504,1504,"As for the bar, this is another bad idea.","[{'term': 'bar', 'polarity': 'negative'}]"
1505,1505,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.","[{'term': 'bagels', 'polarity': 'conflict'}, {'term': 'bagel', 'polarity': 'neutral'}]"
1506,1506,"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for.","[{'term': 'bagels', 'polarity': 'positive'}]"
1507,1507,The barebecued salmon is elegantly spiced and not at all dry.,"[{'term': 'barebecued salmon', 'polarity': 'positive'}]"
1508,1508,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.","[{'term': 'owner', 'polarity': 'neutral'}]"
1509,1509,What generous portions!,"[{'term': 'portions', 'polarity': 'positive'}]"
1510,1510,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,"[{'term': 'workers', 'polarity': 'neutral'}, {'term': 'bagel', 'polarity': 'neutral'}, {'term': 'cream cheese', 'polarity': 'neutral'}]"
1511,1511,The wine the service was very good too.,"[{'term': 'wine', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
1512,1512,"So, the menu is written in chalk above your head and it all sounds delicious.","[{'term': 'menu', 'polarity': 'neutral'}]"
1513,1513,The highly spiced chai tea was great too.,"[{'term': 'chai tea', 'polarity': 'positive'}]"
1514,1514,"I have been there many times, and food is good and consistent.","[{'term': 'food', 'polarity': 'positive'}]"
1515,1515,"Seriously, this is the best all you can eat in town- As everyone says, the Spicy Tuna hand rolls are the best- have 4 of these, and you've broken even.","[{'term': 'Spicy Tuna hand rolls', 'polarity': 'positive'}]"
1516,1516,"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'ambiance', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}]"
1517,1517,I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,"[{'term': 'atmosphere', 'polarity': 'positive'}]"
1518,1518,The meat dishes were only so-so.,"[{'term': 'meat dishes', 'polarity': 'neutral'}]"
1519,1519,"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.","[{'term': 'hostess', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
1520,1520,"The menu consisted of standard brassiere food, better then places like Balthazar etc.","[{'term': 'menu', 'polarity': 'positive'}, {'term': 'brassiere food', 'polarity': 'positive'}]"
1521,1521,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'quality', 'polarity': 'negative'}]"
1522,1522,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.","[{'term': 'atmosphere', 'polarity': 'positive'}]"
1523,1523,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,"[{'term': 'Manager', 'polarity': 'positive'}]"
1524,1524,The staff there is very attentive and down to earth.,"[{'term': 'staff', 'polarity': 'positive'}]"
1525,1525,"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.","[{'term': 'service', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
1526,1526,"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.","[{'term': 'service', 'polarity': 'negative'}, {'term': 'server', 'polarity': 'negative'}]"
1527,1527,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,"[{'term': 'prix fix', 'polarity': 'positive'}, {'term': 'three course meal', 'polarity': 'positive'}, {'term': 'glasses of wine', 'polarity': 'positive'}, {'term': 'course', 'polarity': 'neutral'}]"
1528,1528,It took them 15 minutes to put water in our glasses.,"[{'term': 'water', 'polarity': 'neutral'}]"
1529,1529,The service is descent even when this small place is packed.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'negative'}]"
1530,1530,This is the best sushi in new york city - hands down.,"[{'term': 'sushi', 'polarity': 'positive'}]"
1531,1531,I have eaten a lot of pizza here.,"[{'term': 'pizza', 'polarity': 'neutral'}]"
1532,1532,Great value for the quality ingredients.,"[{'term': 'ingredients', 'polarity': 'positive'}]"
1533,1533,"The Thali was small, thoroughly unremarkable, and $14.95.","[{'term': 'Thali', 'polarity': 'negative'}]"
1534,1534,The sushi is also great!,"[{'term': 'sushi', 'polarity': 'positive'}]"
1535,1535,From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,"[{'term': 'chef app', 'polarity': 'positive'}, {'term': 'delicate butternut squash ravioli in a delicious truffle sauce', 'polarity': 'positive'}, {'term': 'buttery and tender langostine entree', 'polarity': 'positive'}, {'term': 'dessert', 'polarity': 'neutral'}, {'term': 'Cakebread Cabernet', 'polarity': 'positive'}]"
1536,1536,Truly the mark of an attentive waiter.,"[{'term': 'waiter', 'polarity': 'positive'}]"
1537,1537,"The food here is rather good, but only if you like to wait for it.","[{'term': 'food', 'polarity': 'positive'}]"
1538,1538,I got an excellent piece of cheesecake and we had several other nice pastries.,"[{'term': 'cheesecake', 'polarity': 'positive'}, {'term': 'pastries', 'polarity': 'positive'}]"
1539,1539,"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.","[{'term': 'staff', 'polarity': 'positive'}, {'term': 'bar', 'polarity': 'neutral'}, {'term': 'drinks', 'polarity': 'neutral'}, {'term': 'menu', 'polarity': 'neutral'}]"
1540,1540,The makhani was OK --the korma was bland.,"[{'term': 'makhani', 'polarity': 'neutral'}, {'term': 'korma', 'polarity': 'negative'}]"
1541,1541,The food is inventive but still keeps traditional indian flavoring.,"[{'term': 'food', 'polarity': 'positive'}]"
1542,1542,"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.","[{'term': 'service', 'polarity': 'conflict'}]"
1543,1543,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.","[{'term': 'decor', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
1544,1544,This is a cute place and could be good but they need to get their act together.,"[{'term': 'place', 'polarity': 'positive'}]"
1545,1545,The lox is always fresh too.,"[{'term': 'lox', 'polarity': 'positive'}]"
1546,1546,Service was very friendly.,"[{'term': 'Service', 'polarity': 'positive'}]"
1547,1547,So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,"[{'term': 'thai food', 'polarity': 'positive'}]"
1548,1548,Food was OK - fish was cooked well.,"[{'term': 'Food', 'polarity': 'neutral'}, {'term': 'fish', 'polarity': 'positive'}]"
1549,1549,We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,"[{'term': 'chinese food', 'polarity': 'positive'}]"
1550,1550,The duck confit is always amazing and the foie gras terrine with figs was out of this world.,"[{'term': 'foie gras terrine with figs', 'polarity': 'positive'}, {'term': 'duck confit', 'polarity': 'positive'}]"
1551,1551,"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.","[{'term': 'staff', 'polarity': 'negative'}]"
1552,1552,The service does sometimes lack focus and it is not ideal if you are in a hurry but I have never been treated rudely.,"[{'term': 'service', 'polarity': 'conflict'}]"
1553,1553,The staff offers impeccable service.,"[{'term': 'staff', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
1554,1554,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,"[{'term': 'Gulab Jamun (dessert)', 'polarity': 'positive'}, {'term': 'waiter', 'polarity': 'positive'}]"
1555,1555,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.","[{'term': 'price', 'polarity': 'negative'}, {'term': 'freshness', 'polarity': 'negative'}, {'term': 'value', 'polarity': 'negative'}, {'term': 'quality', 'polarity': 'negative'}]"
1556,1556,"The place is sleek, modern and playfull and i will return again frequently.","[{'term': 'place', 'polarity': 'positive'}]"
1557,1557,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'wine', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}]"
1558,1558,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,"[{'term': 'brioche and lollies', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'positive'}]"
1559,1559,"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.","[{'term': '2-person table', 'polarity': 'negative'}]"
1560,1560,And the bill was outragous.,"[{'term': 'bill', 'polarity': 'negative'}]"
1561,1561,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.","[{'term': 'service', 'polarity': 'conflict'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'wine list', 'polarity': 'positive'}, {'term': 'priced', 'polarity': 'positive'}]"
1562,1562,"Kind, attentive wait staff.","[{'term': 'wait staff', 'polarity': 'positive'}]"
1563,1563,Salads were fantastic.,"[{'term': 'Salads', 'polarity': 'positive'}]"
1564,1564,The owners and employees are friendly and their pizza is fantastic.,"[{'term': 'owners', 'polarity': 'positive'}, {'term': 'employees', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'positive'}]"
1565,1565,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'mussels in spicy tomato sauce', 'polarity': 'positive'}, {'term': 'fries', 'polarity': 'positive'}]"
1566,1566,The food is authentic Italian - delicious!,"[{'term': 'food', 'polarity': 'positive'}]"
1567,1567,skip dessert.,"[{'term': 'dessert', 'polarity': 'negative'}]"
1568,1568,I complete the total bagel experience by having it lightly toasted.,"[{'term': 'bagel', 'polarity': 'positive'}]"
1569,1569,It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,"[{'term': 'servers', 'polarity': 'negative'}]"
1570,1570,The service is good and ambience is good for a date or group outing.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'positive'}]"
1571,1571,A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.,"[{'term': 'case of snapple', 'polarity': 'neutral'}]"
1572,1572,It's all about the food !!,"[{'term': 'food', 'polarity': 'positive'}]"
1573,1573,Fast service.,"[{'term': 'service', 'polarity': 'positive'}]"
1574,1574,"The staff is excellent, specjal: that girl behind the bar, european chic.","[{'term': 'staff', 'polarity': 'positive'}, {'term': 'bar', 'polarity': 'neutral'}]"
1575,1575,"stick with the chicken, beef, and lamb dishes.","[{'term': 'chicken', 'polarity': 'positive'}, {'term': 'beef', 'polarity': 'positive'}, {'term': 'lamb dishes', 'polarity': 'positive'}]"
1576,1576,"The service was bad, the food took to forever to come, we sat on the upper level.","[{'term': 'service', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}]"
1577,1577,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.","[{'term': 'quality', 'polarity': 'positive'}, {'term': 'care', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'specials', 'polarity': 'neutral'}]"
1578,1578,"The decor is nice, but more casual than fine dining.","[{'term': 'decor', 'polarity': 'conflict'}]"
1579,1579,This restaurant is a wonderful place to go many times and it is reasonably priced.,"[{'term': 'priced', 'polarity': 'positive'}]"
1580,1580,"Bottom line: B+ for the food, F for the service.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]"
1581,1581,The only thing the waiters don't do for you is wipe your chin when you leave.,"[{'term': 'waiters', 'polarity': 'positive'}]"
1582,1582,"Stick to dimsum, not super overpriced noodles.","[{'term': 'noodles', 'polarity': 'neutral'}, {'term': 'dimsum', 'polarity': 'positive'}]"
1583,1583,The service is fine and they allow you to enjoy the view.,"[{'term': 'service', 'polarity': 'positive'}, {'term': 'view', 'polarity': 'positive'}]"
1584,1584,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.","[{'term': 'staff', 'polarity': 'negative'}]"
1585,1585,delicious simple food in nice outdoor atmosphere.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
1586,1586,"The food is good, but very expensive for the casualness of it.","[{'term': 'food', 'polarity': 'conflict'}]"
1587,1587,The only fallback on this restaurant is the prices.,"[{'term': 'prices', 'polarity': 'negative'}]"
1588,1588,I've been to Naples 45 for dinner twice.,"[{'term': 'dinner', 'polarity': 'neutral'}]"
1589,1589,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,"[{'term': 'soup', 'polarity': 'negative'}, {'term': 'pepper', 'polarity': 'negative'}]"
1590,1590,Try sushimi cucumber roll.,"[{'term': 'sushimi cucumber roll', 'polarity': 'positive'}]"
1591,1591,The food is delicious.,"[{'term': 'food', 'polarity': 'positive'}]"
1592,1592,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,"[{'term': 'wines by the glass', 'polarity': 'positive'}, {'term': 'wine', 'polarity': 'neutral'}]"
1593,1593,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,"[{'term': 'place', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'positive'}, {'term': 'staff', 'polarity': 'positive'}]"
1594,1594,Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,"[{'term': 'salt', 'polarity': 'negative'}]"
1595,1595,"believe us, we've been eating sushi for over 15 yrs.","[{'term': 'sushi', 'polarity': 'neutral'}]"
1596,1596,The atmosphere is much better than Sripraphai (more modern and sleek).,"[{'term': 'atmosphere', 'polarity': 'positive'}]"
1597,1597,"The food is outstanding and the service is quick, friendly and very professional.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
1598,1598,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.","[{'term': 'bagels', 'polarity': 'positive'}]"
1599,1599,"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.","[{'term': 'dinner', 'polarity': 'neutral'}]"
1600,1600,Service is fast and friendly.,"[{'term': 'Service', 'polarity': 'positive'}]"
1601,1601,from an English speaking staff.,"[{'term': 'staff', 'polarity': 'neutral'}]"
1602,1602,And they have these home made potato chips at the bar that are the most delicious things in the world!,"[{'term': 'potato chips', 'polarity': 'positive'}, {'term': 'bar', 'polarity': 'neutral'}]"
1603,1603,My husband and I enjoyed each of the 6 taste size portions and left completely full.,"[{'term': 'portions', 'polarity': 'positive'}]"
1604,1604,"I went here with a friend on a whim, we went someplace else first and couldn't get a table.","[{'term': 'table', 'polarity': 'negative'}]"
1605,1605,"We all ate pasta entre'es, which were great.","[{'term': ""pasta entre'es"", 'polarity': 'positive'}]"
