,Sentence
685,"This place is classy, chic, the service is warm and hospitable, and the food is outstanding."
686,I read about this place in Time Out magazine.
687,It's a great find in Astoria.
688,"Great burgers, grilled cheeses and french fries."
689,The Yellowfin Tuna and Calf's liver are my favorites!
690,Sushi so fresh that it crunches in your mouth.
691,But make sure you have enough room on your credit card as the bill will leave a big dent in your wallet.
692,Despite the 5th ave address there are no frills whick I also love.
693,They bring a sauce cart up to your table and offer you up to 7 or 8 choices of sauces for your steak (I tried them ALL).
694,"Not only was the sushi fresh, they also served other entrees allowed each guest something to choose from and we all left happy (try the duck!"
695,good variety but nothing surprising.
696,"After I paid for my purchase, I noticed they had not given me utensils so I could eat my pie."
697,Likewise if you like really thin crust or really big slices then Nick and Joe's may not be your favorite.
698,It's always quiet because it's awful.
699,"No green beans, no egg, no anchovy dressing, no nicoise olives, no red onion."
700,"Build a meal with side orders like Amazin' Greens salads, Buffalo Chicken Kickers and Cinna Stix."
701,"Thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate Frosty."
702,I always find myself asking the waiter to make something bland and different than what is on the menu.
703,"Good cake BUT: it was not the best cake i've ever had, and definately not worth standing outside on the sidewalk being herded like cattle by indifferent and overworked employees."
704,"The closest that I got was the Cherry Marscapone, but they were out of it that day."
705,"The homage to India is most evident in the delectable roti canai appetizer, a fried pancake served with pungent curry dipping sauce, while the mango chicken offers a surprisingly sophisticated, fresh take on sweet-and-sour."
706,"It doesn't look like much on the outside, but the minute you walk inside, it's a whole other atmosphere."
707,I have to say the place was awesome.
708,The ground chickpea soup we sampled as a starter tasted somewhat thin.
709,"We requested they re-slice the sushi, and it was returned to us in small cheese-like cubes."
710,"The service, however, is a peg or two below the quality of food (horrible bartenders), and the clientele, for the most part, are rowdy, loud-mouthed commuters (this could explain the bad attitudes from the staff) getting loaded for an AC/DC concert or a Knicks game."
711,"If you're in the neighborhood, definitely stop by for a great meal."
712,"Unfortunately, with our show tickets, we didn't have time to sample any desserts."
713,"The restaurant could use a little paint, but all in all a great sushi place!"
714,Make more tables- perhaps a rooftop bar?
715,"The decoration was feeling like we was on the Cairo, actually the street is part of that adventure."
716,"Although small, it has beautiful ambience, excellent food (the catfish is delicious - if ya don't mind it a lil salty) and attentive service."
717,I didn't go there for food so I can't comment.
718,"My friends and I go once a week (minimum, we live in the area) and everytime can't resist walking out ready to burst."
719,"Stick to the items the place does best, brisket, ribs, wings, cajun shrimp is good, not great."
720,"Hip boutiques and bars on Ludlow add to the artsy, laid-back atmosphere at this Israeli-style takeout and eat-in burger joint."
721,"Young neighborhood trendies graze at the counter during the day, while chic, art-house drinkers with heavy doses of the munchies pile in late at night."
722,Bring your date and a bottle of wine!
723,"Not only is this the best Thai restaurant I have been to, but it also ranks as one of my favorite places to dine."
724,Don't be put off by another reviewers extremely negative review.
725,"My Chelsea's impressive and creative menu includes modern, Westernized Japanese dishes such as Foie Gras Unagi Napolean, Jap style hamburger steak, spicy cod roe spaghetti, black cod with miso base, and rack of lamb in black truffle sauce, to name a few."
726,"His food is excellent (and not expensive by NYC standards- no entrees over $30, most appetizers $12 to 14)."
727,The food is consistant and good but how it got name Best Diner In Manhattan is beyond me.
728,"The pasta primavera was outstanding as well, lots of fresh veggies."
729,"don't get me wrong - sushi was good, just not fantastic."
730,Being Puerto Rican I know a thing or two about flan and this place serves one of the best (I hope Mom doesn't read this!).
731,"Been to the one in Brooklyn for over 25 years, now I dont have to go over the bridge for the best pizza ....Hanx"
732,Had dinner here on a Friday and the food was great.
733,"We recently spent New Year's Eve at the restaurant, and had a great experience, from the wine to the dessert menu."
734,"Highly recommended...  As stated, I haven't dined *in* the restaurant but stopped by there to pick up takeout and it seems a very relaxing place; also, the bar looks nice."
735,"The ambiance was fine, a little loud but still nice and romantic."
736,"but, the filet mignon was not very good at all cocktail hour includes free appetizers (nice non-sushi selection)."
737,It took about 2 1/2 hours to be served our 2 courses.
738,Who said go when the place is quiet during the day?
739,Can be a bit busy around peak times because of the size.
740,"I was on jury duty, rode my bike up Centre Street on my lunch break and came across this great little place with awesome chicken tacos and Hibiscus lemonade."
741,good place to hang out during the day after shopping or to grab a simple soup or classic french dish over a glass of wine.
742,Very nice touch that very much fits the place.
743,"However, there is just something so great about being outdoors, in great landscaping, enjoying a casual drink that makes going to this place worthwhile."
744,We were seated promptly in close proximity to the dance floor.
745,"If you are here as a pre-show meal, hop in a cab and take the extra 10 minutes to go to the uptown location."
746,A plus was the good mix of people in their twenties that provided for great eye-candy while I was there.
747,"The comments about fried foods is correct (below) but the other dishes, including the lamb entree and many of the salads (avocado shrimp) were quite good."
748,It's best to go on a cold night with a close friend or a good book.
749,"Slow service, but when you're hanging around with groups of 10 or 20, who really notices?"
750,The sauce is excellent (very fresh) with dabs of real mozzarella.
751,"Don't ever bother - the drinks were awful, but it was the people who work there that really made this the worst experience at dining."
752,"The room is a little plain, but it's difficult to make such a small place exciting and I would not suggest that as a reason not to go."
753,Prices even outside of restaurant week were great.
754,"A small, outdoor eating area makes for a private, comfortable space to study alone or meet up with friends."
755,Before the place didn't call my attention.
756,"And all the [female] servers are cute too, which is always nice."
757,"The best dessert, a chocolate and peanut butter tart, isn't particularly Hawaiian, but it's a small world when it comes to sweets."
758,"for an appetizer, their calamari is a winner."
759,Satay is one of those favorite haunts on Washington where the service and food is always on the money.
760,After dinner I heard music playing and discovered that there is a lounge downstairs.
761,"But now that it's under new ownership and has been renovated, it looks great."
762,"The room is a gorgeous, bi-level space and the long bar perfect for a drink."
763,Now we moved out of the state and every visit to NYC includes a stop here.
764,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu."
765,I don't remember what we had; nothing was memorable.
766,It is bland and nothing extrodinary.
767,I was especially impressed during the bday party when the waitstaff went above and beyond in helping me decorate and bring out a bday cake as well as offering prompt and friendly service to a 15 person party.
768,The chicken and falafel platters were nondescript combinations with fresh leaf salad.
769,"Every time I visit NYC, I come here."
770,"I've been coming here regularly since it opened, about 2 years ago."
771,"The atmosphere takes you to that place, the place many dream of."
772,"several times and put up with the waiters' bad manners, knowing that their job isn't easy."
773,"The service is great (maybe even borderline nagging but at least you get attention), the desserts are excellent and the coffee is so very good..."
774,We were seated next to a couple whose kitchen was being renovated and we agreed since we're all foodies who eat out a lot - that this wasn't a place we'd return to.
775,They are served on Focacchia bread and are to die for.
776,"While the smoothies are a little big for me, the fresh juices are the best I have ever had!"
777,"The food is just OKAY, and it's almost not worth going unless you're getting the pialla, which is the only dish that's really good."
778,"The guac is fresh, yet lacking flavor, we like to add our fresh salsa into it."
779,"The new menu has a few creative items,they were smart enough to keep some of the old favorites (but they raised the prices), the staff is friendly most of the time, but I must agree with the person that wrote about their favorite words: No, can't, sorry..., boy, they won't bend the rules for anyone."
780,It' only open for lunch but the food is so good!
781,If you like seafood and/or Greek food you will love this place though it is not limited to just these things.
782,""" The menu includes pub fare--burgers, steaks and shepherds pie--and even a portabella lasagna for those black sheep known as ""vegetarians."
783,How can they survive serving mediocre food at exorbitant prices?!
784,The food was mediocre and the service was severely slow.
785,i have eaten here on a different occasion - the food is mediocre for the prices.
786,I'm looking forward to going back soon and eventually trying most everything on the menu!
787,I just had my first visit to this place and can't wait to go back and slowly work my way through the menu.
788,I asked repeatedly what the status of the meal was and was pretty much grunted at by the unbelievably rude waiter.
789,I stopped by for some brunch today and had the vegan cranberry pancakes and some rice milk.
790,"Weekends can get crowded, but still highly recommended."
791,It gets very crowded so I would suggest that you get their early.
792,Sweet Irish bartender is always happy and able to bring a smile to my friends a my face.
793,I always find myself sitting next to someone in the theatre industry- interesting to hear ideas hashed out while having a quick bite to eat.
794,Its good to go there for drinks if you don't want to get drunk because you'll be lucky if you can get one drink an hour the service is so bad.
795,"Anyway, the owner was fake."
796,Owner is pleasant and entertaining.
797,"I have never in my life sent back food before, but I simply had to, and the waiter argued with me over this."
798,"Although the restaurant itself is nice, I prefer not to go for the food."
799,"Creamy appetizers--taramasalata, eggplant salad, and Greek yogurt (with cuccumber, dill, and garlic) taste excellent when on warm pitas."
